"seqnames","start","end","width","strand","no.cpgs","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes"
"chr5",5239933,5239990,58,"*",3,1.20472538998593e-05,2.39709386823375e-06,0.00103657925858105,6.30024073850853e-06,-0.200083007974468,-0.145843613361213,"ADAMTS16"
"chr2",187558355,187558881,527,"*",8,1.20526320305379e-05,0.000171458843734685,0.00663653483187355,9.59556479936459e-05,0.119914354280586,0.0348435872899319,"FAM171B, AC017101.10"
"chr8",74282865,74282931,67,"*",2,1.20526320305379e-05,3.70165774672067e-06,0.00058982949856693,7.90401170161513e-06,0.140493630740231,0.116346516422372,NA
"chr13",114065669,114065897,229,"*",2,1.2064897504543e-05,6.60523247489566e-06,0.000831923235080138,1.36942341807436e-05,-0.12726128630462,-0.0922132095584385,NA
"chr2",234662401,234662759,359,"*",2,1.2070516080421e-05,5.72814111002028e-06,0.000757098488814337,1.1985978507978e-05,-0.219088707664292,-0.166292274970528,"UGT1A8, UGT1A10, UGT1A9, UGT1A7, UGT1A6, UGT1A5, UGT1A4, UGT1A3"
"chr2",10219586,10219658,73,"*",2,1.20713088707019e-05,2.2567275943297e-05,0.000478840290696907,3.41284212728963e-05,0.123632035058584,0.079330628551743,"CYS1"
"chr11",6462391,6462452,62,"*",2,1.20882451310185e-05,4.64032719801481e-06,0.000468367317768585,9.23621083305714e-06,-0.111612777643709,-0.108951323909956,"HPX"
"chr19",44039345,44039755,411,"*",5,1.21125646381055e-05,9.34251980680243e-07,0.00579736069384263,5.86534286288033e-06,0.0970439691618457,0.0779194529952937,"ZNF575"
"chr1",6480167,6480594,428,"*",5,1.21276370802679e-05,7.58038506553196e-06,0.00147797667492845,1.12945320515579e-05,0.205711519432709,0.0857337841387986,"HES2"
"chr6",166240705,166240875,171,"*",2,1.21844332481337e-05,3.74304952148099e-06,0.000609856445857659,8.00713435134685e-06,-0.165261554727241,-0.164912497881987,"PDE10A"
"chr12",133007675,133008035,361,"*",4,1.22021984159673e-05,0.00080611281286003,0.000135845632419779,7.37587958257701e-05,0.196478580988793,0.070264991560213,NA
"chr3",2553085,2553187,103,"*",3,1.22122734350913e-05,2.58505500135444e-06,0.00154708555404464,7.84638892296329e-06,0.135928142447137,0.108532044330926,"CNTN4"
"chr1",4659688,4660171,484,"*",2,1.22290774483071e-05,1.97366003942047e-05,0.000280657376775585,2.62601554768138e-05,-0.137415415122316,-0.102620345705528,NA
"chr19",3606463,3607136,674,"*",8,1.22355688838714e-05,0.0226129378909125,0.000289116061631145,0.000701374319303889,-0.0263910328103786,0.0028983987906973,"TBXA2R"
"chr2",240012663,240012681,19,"*",2,1.22806904354969e-05,6.50347400615477e-06,0.000188584445812407,9.63135014489276e-06,0.129380231620534,0.0995471849529476,"HDAC4"
"chr20",865780,866087,308,"*",5,1.22823131755319e-05,1.55242458677181e-05,0.00371024730067703,8.25635358275214e-06,0.116701134340943,0.0548074447721684,"ANGPT4"
"chr2",175350621,175351035,415,"*",2,1.2291276533089e-05,6.74547123726573e-05,0.00146991812067582,0.000107979828293627,0.0927864217048697,0.0786818963343336,"GPR155"
"chr1",157811303,157811905,603,"*",4,1.23146492353327e-05,2.6958554231891e-06,0.00134248357407422,7.32006967090201e-06,-0.145564106562639,-0.109566359854959,"CD5L"
"chr6",50690590,50690975,386,"*",3,1.2326928751162e-05,3.429191543837e-06,0.00195080312981743,9.93065091913484e-06,0.132665042873053,0.0919803535508034,"TFAP2D"
"chr2",642275,642539,265,"*",2,1.23408955800543e-05,4.29082413179224e-06,0.00049745436603574,8.74415255679877e-06,-0.16865535468273,-0.142820659772729,NA
"chr7",130353493,130354027,535,"*",12,1.23917073437254e-05,0.000384401975070537,0.00119841141047036,3.91334238232982e-05,-0.0280157848525842,-0.00394196173591337,"COPG2, TSGA13"
"chr8",94929017,94929834,818,"*",6,1.24211618235926e-05,1.57632725214596e-05,0.00623257837460184,1.12171752898578e-05,-0.0213046254446652,-0.0102243185357732,"PDP1"
"chr6",132890978,132891505,528,"*",4,1.24211618235926e-05,0.000211767068249285,0.000682871809486527,2.26724835936813e-05,-0.168201622731464,-0.0919660971001107,"TAAR6"
"chr6",158018055,158018184,130,"*",3,1.24360908551483e-05,1.92446906583832e-06,0.0012312435718393,6.07289478037814e-06,-0.190189269661629,-0.131511802788705,"ZDHHC14"
"chr17",76564972,76565232,261,"*",4,1.24363930550877e-05,6.26597244883377e-06,0.00123536193779661,1.16364212633093e-05,-0.104472471459178,-0.0892203306783183,"DNAH17"
"chr11",126521914,126522485,572,"*",2,1.25165694104822e-05,2.68729380072303e-06,0.000453245960178495,5.78297140717169e-06,-0.17467341389971,-0.168040729453909,"KIRREL3"
"chr3",151388160,151388224,65,"*",2,1.25182605191082e-05,9.88475826365436e-06,0.000136084949697993,1.129892826194e-05,-0.196259503574516,-0.117613435562079,NA
"chr3",14855132,14855993,862,"*",3,1.25571447810495e-05,1.10324300068295e-05,0.000529365347411528,1.22284860865089e-05,-0.136143815714828,-0.0161823947170931,NA
"chr10",81141532,81142332,801,"*",3,1.25812990999224e-05,2.82334354131544e-05,0.000151652131273112,5.96210944205545e-06,0.149151885049499,0.0867580680713361,"RP11-342M3.5, ZCCHC24"
"chr12",127765195,127765331,137,"*",2,1.26583693700225e-05,5.028930704618e-06,0.000318897875954177,9.19782438257008e-06,0.133046139392628,0.11306456360082,"RP11-955H22.1"
"chr8",91952780,91953125,346,"*",2,1.26665783563344e-05,1.31732279667169e-05,0.000177935646442321,1.61096559671442e-05,0.165044004985422,0.144969332923964,"NECAB1"
"chr17",48194500,48194939,440,"*",4,1.27188505236438e-05,0.000587855133145056,0.000163926089816755,8.69660221578577e-05,-0.172154806222899,-0.0528456256236741,"SAMD14"
"chr1",167408509,167409198,690,"*",7,1.27241076112831e-05,3.30686977740781e-06,0.00874468588984215,6.74473236231386e-06,0.111676896177298,0.0630320618516503,"CD247"
"chr2",173061715,173061858,144,"*",2,1.2746405564654e-05,4.47147171317941e-06,0.000423297044441605,8.82012731212981e-06,0.124222681081027,0.111168642963658,NA
"chr14",36992001,36992233,233,"*",2,1.2767090568504e-05,6.68614321962081e-05,0.000134394638316492,3.96762619389151e-05,0.214312472043933,0.143558567374741,"NKX2-1-AS1"
"chr1",216774208,216774956,749,"*",7,1.27742501350777e-05,6.55654635647619e-05,0.00289441687760917,1.86885567763277e-05,-0.0187171125951132,-0.00871935091160272,"ESRRG"
"chr1",47655861,47656423,563,"*",5,1.28029768796632e-05,1.35015820845259e-06,0.00660833465443461,6.44522176347203e-06,0.106063870588383,0.0573658610352907,"PDZK1IP1"
"chr6",32081263,32081789,527,"*",6,1.28060104205905e-05,7.01928302671205e-06,0.0100969717212189,1.132449043218e-05,0.105459777391887,0.0702534049015189,"TNXB, ATF6B"
"chr11",62474118,62474910,793,"*",3,1.28178907827591e-05,4.2433134221616e-06,0.00118922196652864,1.00804632500537e-05,-0.138796480759754,-0.0795363775376496,"BSCL2, HNRNPUL2-BSCL2"
"chr5",180688063,180688629,567,"*",7,1.28487804193145e-05,0.000967965319330149,0.000506172576370985,0.000158833828273924,-0.0130257805702086,-0.00313597184276939,"CTC-338M12.4, TRIM52-AS1, TRIM52"
"chr11",113650169,113650479,311,"*",2,1.28523821657688e-05,6.52208786505484e-06,0.000359102493480503,1.17257625272946e-05,-0.12886529722207,-0.100406646985301,"CLDN25"
"chr2",240060883,240061327,445,"*",3,1.29005330941681e-05,0.00791406887358013,0.000166923347726713,0.000491129075094247,0.138487582222543,0.0382762294035676,"HDAC4"
"chr6",6900945,6901065,121,"*",3,1.29131576310284e-05,1.64419288465769e-06,0.00190505621256939,5.88037027621607e-06,0.104349011231323,0.0991609330554955,NA
"chr12",131129133,131129235,103,"*",2,1.29263030108293e-05,5.84823419337915e-06,0.000239473624177181,9.70734987084219e-06,-0.205586162987808,-0.160828659452952,"RIMBP2, RP11-662M24.2"
"chr5",72677287,72678193,907,"*",4,1.29697512024799e-05,3.12199792293567e-06,0.00145302219535468,8.24559958847609e-06,0.138743125655914,0.090774717318464,NA
"chr20",56883965,56884425,461,"*",2,1.29783138937656e-05,4.29082413179224e-06,0.000639262910387772,9.06807584449762e-06,0.114499446447735,0.1091273859787,"PPP4R1L"
"chr19",58627859,58627987,129,"*",2,1.30060419586186e-05,0.000177774168653335,6.74070407574099e-05,3.536118476196e-05,-0.195137072710671,-0.124583921044292,"ZSCAN18"
"chr2",10917754,10917862,109,"*",3,1.30323532529067e-05,4.64032719801481e-06,0.00110766931680706,8.52551624680699e-06,-0.156279526868745,-0.108265847127407,"ATP6V1C2"
"chr3",36803565,36804165,601,"*",2,1.30343806920221e-05,5.00836468922589e-06,0.000330331237398279,9.2284907506631e-06,-0.168242655864426,-0.154881240200356,NA
"chr1",2835156,2835823,668,"*",3,1.30358481512719e-05,0.000156639389026729,0.00153637261183044,6.64445603473326e-05,-0.165537095000045,-0.0921480975110818,NA
"chr19",18508115,18508620,506,"*",3,1.30384867336075e-05,1.29573425006057e-05,0.0010528009501254,2.51562942943071e-05,0.120694424275823,0.0795633165667994,"LRRC25"
"chr1",159283536,159284082,547,"*",2,1.30926143957668e-05,2.95362980237922e-06,0.000488001896962326,6.32850789962843e-06,-0.173312002594346,-0.146673054724411,"OR10J3"
"chr19",4007595,4008209,615,"*",6,1.31140466084801e-05,0.000446456830555883,0.00245803857383937,3.64635408791912e-05,-0.0082091754453291,-0.00488587334638583,"PIAS4"
"chr13",103019936,103020269,334,"*",2,1.31332987967296e-05,1.05907809196596e-05,0.000177839045788497,1.36348586689469e-05,-0.107858726347069,-0.084729101273319,"FGF14-AS1, FGF14, FGF14-IT1"
"chr10",75670653,75670793,141,"*",5,1.31737470210671e-05,5.14391348941055e-06,0.00621235403726852,1.80219530349981e-05,0.0896284288812317,0.0533882559701161,"PLAU, C10orf55"
"chr21",34774627,34775291,665,"*",6,1.31884376974116e-05,4.62636535784314e-05,0.00926628186576746,1.12103761493814e-05,0.121516035536213,0.076056814067104,"IFNGR2"
"chr8",54934972,54935605,634,"*",7,1.31901014534821e-05,0.00177977718154322,0.00206362962516242,3.60733604551314e-05,0.0545644428713037,0.0030177948910717,"TCEA1"
"chr20",56292914,56293802,889,"*",4,1.33205770320402e-05,0.000203998800344432,0.00122858645694525,1.3835623729004e-05,-0.0744959478882144,-0.0280814873858126,NA
"chr9",2933229,2933859,631,"*",2,1.33515169024439e-05,4.86815538163914e-06,0.000309024333183597,8.8800453444104e-06,-0.184530502764262,-0.137522170914201,"CARM1P1"
"chr1",206317133,206317854,722,"*",4,1.335981535377e-05,1.0328974269551e-05,0.00132410010657051,2.17739509411954e-05,-0.126317704663003,-0.0908309075387752,"CTSE"
"chr7",148394542,148394994,453,"*",4,1.33810079788367e-05,4.97609581353377e-05,0.000839139678450128,1.9159304789165e-05,0.191796697379165,0.0952767967396254,"RP5-1136G13.2"
"chr9",129387721,129388281,561,"*",3,1.33875734280413e-05,7.99657975323904e-06,0.00130974421296067,1.58322550384017e-05,0.144731100494537,0.102694181317129,"LMX1B"
"chr7",26676191,26676346,156,"*",2,1.3407054602001e-05,1.22610434339769e-05,0.00107878018527435,2.43331357654086e-05,-0.149614301478046,-0.122363830288052,NA
"chr3",194208784,194208907,124,"*",2,1.34167241313444e-05,1.36999777939079e-05,0.000179664626489303,1.66703866050754e-05,-0.21619409317165,-0.172287243069277,"LINC00884, ATP13A3"
"chr2",25562512,25563141,630,"*",3,1.34308935196073e-05,1.91449436129775e-06,0.00275364086398207,7.18291234105148e-06,-0.122911642262195,-0.0892149515364339,"DNMT3A"
"chr17",77141597,77142148,552,"*",3,1.34367191345065e-05,0.000352233897719974,0.000106420883870603,5.93399309392417e-05,-0.17406852134619,-0.0881036429130132,"RBFOX3"
"chr1",178511459,178512495,1037,"*",10,1.34395272509347e-05,1.04062246898035e-05,0.013011322224721,1.23991353942942e-05,-0.0183162382913166,-0.00719338042791704,"TEX35, C1orf220, C1ORF220"
"chr5",156695161,156695551,391,"*",3,1.34402223705173e-05,7.50050364865393e-06,0.00112549889260379,1.60299196334741e-05,-0.133239041936913,-0.106738947917391,"CYFIP2"
"chr6",31827226,31828014,789,"*",11,1.34547353260197e-05,6.90183408633646e-05,0.00156068995642707,4.16429098526915e-05,0.0879022713307833,0.0334084284108586,"NEU1"
"chr8",109799215,109799756,542,"*",5,1.34647065404204e-05,0.000386098897568407,0.00516645967660603,5.9011602255652e-05,0.111803115891886,0.0528928930155252,"TMEM74"
"chr22",51016501,51017162,662,"*",9,1.3468321284475e-05,1.82053291928813e-06,0.00814523462607467,4.86201232390178e-06,0.133685478151779,0.0684437637560886,"CPT1B, CHKB-CPT1B"
"chr3",128764824,128765558,735,"*",4,1.35026355099368e-05,2.27860866481477e-06,0.00144025161772476,7.79588197874598e-06,0.1340000166353,0.0859692792835425,"RP11-434H6.2"
"chr15",45421612,45422371,760,"*",9,1.35141991358184e-05,1.85541466944105e-05,0.0110470942291211,1.38078574215907e-05,0.104301525107118,0.0528502484318669,"DUOX1, DUOXA1"
"chr16",1661097,1661230,134,"*",2,1.35249248009056e-05,2.55307397352575e-05,0.00134267563093063,4.72709447760816e-05,-0.030229897995055,-0.018126666640861,"IFT140"
"chr12",46662932,46663694,763,"*",7,1.35791727027608e-05,1.70589936418326e-06,0.0140301972153529,1.13187252844949e-05,-0.0533786185737237,-0.0249525474536995,"SLC38A1"
"chr1",56453730,56454285,556,"*",2,1.35839767008466e-05,3.73092734319417e-06,0.000439633317923008,7.61742944739246e-06,0.110437802360005,0.0986909623866266,NA
"chr1",70033902,70035479,1578,"*",8,1.35988160604851e-05,4.46282787773424e-07,0.0244252516297948,6.69048838666652e-06,0.0757676869550701,0.0459439868783988,"LRRC7"
"chr12",49211807,49212475,669,"*",5,1.36361502207316e-05,0.00194796165270284,0.000162488776031121,0.000219754981528662,-0.0400064163120922,-0.0118269414843297,"CACNB3"
"chr6",32936108,32936741,634,"*",10,1.36565477344628e-05,0.00824826455519998,0.000107343319125876,0.00011436608175072,-0.0207563555537172,-0.00688605333608352,"BRD2, HLA-DMA"
"chr4",8468179,8468476,298,"*",3,1.36791769463676e-05,6.25425508859367e-05,0.000390762804362262,3.00867219621474e-05,0.183121932132993,0.11119950030688,"TRMT44"
"chr17",9550137,9550545,409,"*",5,1.36807841629095e-05,6.32430028625495e-06,0.0023373788229,1.7092597081012e-05,-0.0796334185459891,-0.06332602859032,"USP43, RP11-55L4.1"
"chr6",168854874,168855168,295,"*",2,1.36831257857221e-05,3.96853030682478e-06,0.000660155656297518,8.5176887110858e-06,-0.089755186946114,-0.0798474512484793,"SMOC2"
"chr19",51587409,51587945,537,"*",2,1.36961094820776e-05,9.58055888431664e-06,0.0010364385559678,1.95683332912393e-05,-0.16191599056224,-0.137810980528516,"KLK14"
"chr4",13532622,13533145,524,"*",6,1.37759321596283e-05,7.92260147110925e-07,0.00671082217555796,5.15042537214774e-06,0.0697623108486539,0.0515011405333682,NA
"chr7",136700699,136701166,468,"*",2,1.37772869558189e-05,4.87177357171977e-06,0.000452342098664443,9.58039394081104e-06,-0.194704046977697,-0.163237333983146,"CHRM2, hsa-mir-490"
"chr6",166711138,166711488,351,"*",5,1.38161716196109e-05,3.77201324492691e-06,0.00470334249086802,8.69758689779609e-06,-0.157156565154997,-0.0909185644482831,NA
"chr2",23724130,23724231,102,"*",2,1.38327910347698e-05,0.000404045901698045,4.96523000475247e-05,3.23676487724643e-05,-0.223469700454419,-0.0963695441019698,"KLHL29"
"chr17",46810687,46811527,841,"*",6,1.38758681676309e-05,7.16864188402051e-06,0.00972237266711184,2.67834815865641e-05,0.0990627463499906,0.0785815573255532,"CTD-2377D24.4"
"chr17",78472016,78472290,275,"*",3,1.38879256473981e-05,2.14670169224659e-06,0.00140617276818807,6.89900980991798e-06,0.137976980300122,0.116106395332975,NA
"chr7",90192576,90192617,42,"*",2,1.40064685439999e-05,7.86739799622695e-05,6.07136658279506e-05,2.18040914599099e-05,-0.203805150037762,-0.133743213195874,"CDK14"
"chr4",148652434,148652849,416,"*",3,1.40371757834676e-05,1.16122594592557e-05,0.0016262001321983,2.02126901841606e-05,0.145036291293709,0.0722180867975177,NA
"chr1",7710719,7711079,361,"*",3,1.40400268864792e-05,1.07365277211111e-05,0.000365590174901689,1.67189258875594e-05,-0.113462660254079,-0.0936245618902862,"CAMTA1"
"chr12",53448085,53448399,315,"*",4,1.40698932551106e-05,4.26099237321475e-06,0.0013956736874874,1.12427423575805e-05,-0.0711922930978024,-0.0390234278272762,"TENC1, RP11-983P16.4"
"chr2",23646176,23646462,287,"*",3,1.40888269016394e-05,1.86453027280913e-05,0.000275276488800081,1.66596531000309e-05,-0.180661090994501,-0.06159081755078,"KLHL29"
"chr3",178254213,178254242,30,"*",2,1.40972412583104e-05,6.30347199402247e-06,0.000834094916295389,1.31712997839995e-05,0.112863321742688,0.10405198007963,"KCNMB2, RP11-385J1.2"
"chr20",61165941,61166085,145,"*",2,1.41059212368494e-05,1.11843901577007e-05,0.000150419804811191,1.30323714369479e-05,-0.113379808555457,-0.0883068182940572,"C20orf166"
"chr22",27834439,27834629,191,"*",3,1.41259629251803e-05,2.56958317364694e-06,0.0019474762716696,8.31096150030743e-06,-0.133834133010927,-0.104304120495985,NA
"chr22",42315998,42316481,484,"*",3,1.41317038782401e-05,0.00517202995311311,0.00011038595330102,9.12278577722966e-05,0.0847912172609919,0.0454020023496646,NA
"chr19",51512895,51513883,989,"*",5,1.41404993245833e-05,2.29866976673776e-06,0.00146993290126128,3.10144344757144e-06,-0.126898594072643,-0.073335710873133,"CTB-147C22.9"
"chr8",1271692,1273856,2165,"*",7,1.41577296216469e-05,4.9613020901085e-07,0.000546315818380384,7.43762946846108e-08,-0.188034918276563,-0.0720080630062612,NA
"chr15",51633430,51634039,610,"*",4,1.41602687018379e-05,0.000381158566876116,0.000172014598805469,9.79331031773753e-05,-0.060938878396277,-0.0094925579977053,"GLDN"
"chr6",91005564,91006061,498,"*",3,1.41725097132712e-05,0.000510088529204426,0.000951987737872139,0.000193668070555233,-0.0174097668902844,-0.000668086106835076,"BACH2"
"chr13",46189883,46190198,316,"*",6,1.41787857710992e-05,2.0414877812447e-06,0.00673225074897358,6.87789253675276e-06,0.146178906119887,0.0740741471803881,NA
"chr17",72355995,72356254,260,"*",3,1.41907252078766e-05,3.74597901390725e-05,0.000686302137227983,1.54850002449463e-05,-0.179086584300278,-0.107132824055049,"BTBD17"
"chr11",75143724,75144040,317,"*",2,1.42347153387832e-05,0.000178855609407527,9.66353019405112e-05,5.02783091398835e-05,0.134543311918184,0.0874298335968591,NA
"chr20",44329922,44330621,700,"*",2,1.42682045193728e-05,1.92905371766624e-06,0.000448936933693571,4.30836170007646e-06,-0.174592652084244,-0.149706215664685,"WFDC10B"
"chr19",47248940,47249517,578,"*",7,1.42857677428593e-05,8.0819494861912e-06,0.00179668467075156,9.89284626441541e-06,-0.0385019407362208,-0.0129242090669901,"FKRP, STRN4"
"chr6",28697819,28698008,190,"*",3,1.42900991051261e-05,2.49750676726892e-06,0.00159371664200958,7.27135677499619e-06,0.0962460527663608,0.0791253186784734,NA
"chr3",42103138,42103367,230,"*",2,1.43276053805458e-05,4.10089599598668e-06,0.000681686259644916,8.79587816050082e-06,0.152869310502843,0.142759172819052,"TRAK1"
"chr1",218458020,218458869,850,"*",12,1.43315264210931e-05,3.82651059334806e-05,0.00928726730843978,1.03769496801654e-05,-0.0144182647864448,-0.00619414936252837,"RRP15"
"chr11",32460375,32461240,866,"*",7,1.43378469488832e-05,8.42477331917159e-05,0.00289426742059003,1.34926190630543e-05,0.105660652893156,0.022491657382995,"WT1-AS"
"chr9",135619345,135619500,156,"*",2,1.43378775796182e-05,5.87205859669541e-06,0.000309199996310694,1.04102826438443e-05,0.135474617315133,0.121972173824786,"AK8"
"chr19",48016020,48016860,841,"*",2,1.43425560617935e-05,1.56572110393342e-06,0.000415948862641105,3.55647614786652e-06,-0.146333666699906,-0.0927902840307586,"NAPA"
"chr10",29840083,29840320,238,"*",2,1.43472449083646e-05,0.014009860247479,5.32922969627641e-05,6.62613751175633e-05,-0.200772224520071,-0.0995756749706824,"SVIL"
"chr10",132999647,133000233,587,"*",4,1.43510684269343e-05,2.06611970400799e-06,0.00350840775053342,7.8581227288284e-06,-0.127280738077101,-0.0976168674290595,"TCERG1L"
"chr7",144966808,144967622,815,"*",3,1.43618355570611e-05,1.62646598228696e-06,0.00194523626155618,5.84336736876064e-06,-0.173723483325275,-0.104782342639635,"AC004911.2"
"chr3",11057200,11057500,301,"*",2,1.43673048480853e-05,1.64025241324136e-05,0.000838906550228945,2.9876523310677e-05,-0.131722668720793,-0.131428506505692,"SLC6A1, SLC6A1-AS1"
"chr1",215740071,215741258,1188,"*",6,1.43920869684776e-05,6.40870058919968e-07,0.0021277360001604,1.32671051553596e-06,-0.131477472556099,-0.0286105344129242,"KCTD3"
"chr8",11562685,11563023,339,"*",2,1.44218645164709e-05,4.40023537813134e-05,0.000505573095449126,5.76613272828049e-05,0.08974058733647,0.0781233136715215,"GATA4"
"chr6",166140034,166140561,528,"*",5,1.44513721497684e-05,3.17010326398455e-05,0.0016105851621081,2.04867784025658e-05,-0.157220064297685,-0.073335832937103,"PDE10A"
"chr3",2140699,2142391,1693,"*",10,1.44556009045309e-05,1.92971451783816e-07,0.00601099500250364,1.04515640870742e-06,-0.153997545366949,0.00914988453700527,"CNTN4"
"chr11",110583543,110584327,785,"*",10,1.44602938759643e-05,3.54791816915602e-06,0.0209836375600224,1.82681155760818e-05,0.100817676103631,0.0325707496495662,"ARHGAP20"
"chr8",56368017,56368202,186,"*",3,1.44707846546654e-05,4.27632011638845e-05,9.87033341000237e-05,2.03154898067432e-05,-0.211835878682295,-0.119702220442875,"XKR4"
"chr12",123335444,123335687,244,"*",2,1.44944443060663e-05,7.57627355366396e-06,0.000927264681685379,1.57198821366721e-05,0.140373479445252,0.113254543393208,"HIP1R"
"chr6",31929582,31929830,249,"*",5,1.45266866161919e-05,6.52211114757548e-05,0.000926540415972187,2.67445245893459e-05,0.0731270463527431,0.0436319308672699,"SKIV2L"
"chr11",5950798,5951360,563,"*",3,1.45490816966089e-05,0.000280611098699402,0.000278482332482736,3.41284212728963e-05,-0.15619528698337,-0.0927585529078869,"TRIM5"
"chr8",35401313,35401670,358,"*",2,1.45506203486068e-05,3.11313385104743e-05,0.000149357354003345,2.64737158226126e-05,-0.212126685251967,-0.133264817674735,"UNC5D"
"chr22",50965373,50965782,410,"*",2,1.4592509699665e-05,2.27348558594896e-05,0.00102370756024548,4.09751655921129e-05,-0.111597811601817,-0.08102390594275,"TYMP"
"chr5",134369900,134370530,631,"*",8,1.46254180644622e-05,2.07617834018606e-05,0.0117546966143217,2.86230257640581e-05,-0.161399648619214,-0.0543098339071587,"C5orf66, PITX1"
"chr11",107799979,107800031,53,"*",2,1.46574289723315e-05,4.00091150110171e-05,0.0023809496676501,7.59845010778557e-05,0.0969497029202249,0.0774415107097744,"RAB39A"
"chr4",26862852,26863372,521,"*",4,1.4724589929626e-05,0.000865115152132343,0.000123921211550132,0.000114808349969836,-0.0459108884937929,-0.0120152545212396,"STIM2"
"chr14",70653919,70654824,906,"*",6,1.4734068563681e-05,5.5220148082861e-06,0.0112539523133481,1.68611100786954e-05,0.105477579536806,0.0386036437026542,"RP11-486O13.2, SLC8A3"
"chr8",2831994,2832048,55,"*",2,1.47643494718536e-05,6.08567808649895e-06,0.000268064592471509,1.03423997969291e-05,-0.184986935148042,-0.159603389134868,"CSMD1"
"chr19",42734313,42734510,198,"*",2,1.47717027511998e-05,7.50492935702282e-06,0.000241796415546658,1.18955590356307e-05,0.101628703190591,0.0837633867105022,"GSK3A"
"chr12",130434373,130434412,40,"*",2,1.47750922754189e-05,1.68728254750108e-05,0.000108555374567234,1.43664847007422e-05,-0.194216282395729,-0.152748157473709,NA
"chr14",76597468,76597824,357,"*",3,1.4797928044059e-05,8.52416992707725e-06,0.000734395252808657,1.35866569065141e-05,-0.0880639287078028,-0.0758869686046449,NA
"chr6",31094068,31094185,118,"*",2,1.48038949191199e-05,1.07784724435085e-05,0.000493322592296832,1.89676283512976e-05,0.122281312691144,0.0880458677648598,"PSORS1C1"
"chr2",3680421,3681690,1270,"*",5,1.48050226216058e-05,1.46304105403603e-07,0.00622796050942608,1.39250685220003e-06,-0.174118780025386,-0.138696728761812,"COLEC11"
"chr10",616959,617105,147,"*",2,1.48073504485424e-05,4.69530387347612e-06,0.000538943229183795,9.56931882650913e-06,0.132779644819325,0.114363594834473,"DIP2C"
"chr2",192746039,192746973,935,"*",3,1.48169010805025e-05,1.98289980297612e-06,0.000956848717571137,5.86514441404097e-06,-0.179617042530174,-0.119302829547236,"AC098617.1, DNAJB1P1"
"chr12",132660982,132661639,658,"*",4,1.48515868830564e-05,0.000862782384439183,0.000437780206126565,4.81949195527674e-05,-0.187732618222446,-0.0682292414014637,NA
"chr1",150039325,150039920,596,"*",6,1.48727344440072e-05,0.00468560864902448,0.000103597236659831,3.83328742008953e-05,-0.0423615691534116,-0.0109205754668467,"VPS45"
"chr7",42951185,42951893,709,"*",11,1.49049472240496e-05,1.26557837200921e-06,0.0115766190206801,3.97278974224618e-06,-0.0157476363790373,-0.00754331014861508,"C7orf25, PSMA2"
"chr1",54195800,54195830,31,"*",2,1.49403911507315e-05,3.89616071967853e-05,0.00078630017419873,5.96378830609094e-05,0.0636957745333142,0.0624394056570074,"GLIS1"
"chr8",70585185,70585202,18,"*",2,1.49428624699286e-05,8.2411476275837e-06,0.00018249386184026,1.14531827035287e-05,-0.162447889128801,-0.135416527694301,"SLCO5A1"
"chr8",67976465,67976862,398,"*",6,1.49530936219819e-05,3.73156324700989e-05,0.00192072903278486,1.21912760148339e-05,-0.016382139926709,-0.00673679042967284,"CSPP1, COPS5"
"chr1",2198760,2198879,120,"*",2,1.50083944538922e-05,8.06734364676411e-06,0.000202705926099936,1.17894442576596e-05,0.166693000154856,0.109549532156091,"SKI"
"chr1",45793032,45793300,269,"*",2,1.50331698659165e-05,5.82284101306618e-05,0.000746147048104255,8.01319806591495e-05,0.154842144549949,0.114421958796885,"HPDL"
"chr11",126763446,126763487,42,"*",2,1.50714606616565e-05,4.33039589317859e-06,0.000703460242765607,9.25023229285054e-06,-0.160311656234722,-0.142025262314502,"KIRREL3"
"chr6",89789947,89790434,488,"*",5,1.50765080909426e-05,0.00121488431705311,0.000575118734958228,7.46301140847407e-05,-0.0165546212681499,-0.00596892347636655,"RP11-63L7.5"
"chr15",29210444,29210949,506,"*",3,1.507984496966e-05,2.77698634932965e-05,0.000994713167946711,2.48445739204392e-05,0.119528989337799,0.0480097905515559,"APBA2"
"chr19",36347626,36348415,790,"*",6,1.51181016731516e-05,1.00160094570087e-05,0.00477461347266641,2.22829839672816e-05,0.159563137668426,0.0685096748045878,"KIRREL2, NPHS1"
"chr11",393648,394545,898,"*",7,1.51189768541032e-05,5.97868404721121e-06,0.0106795686074257,1.79600208889389e-05,-0.103789818936502,-0.0583658947320732,"PKP3"
"chr12",132932098,132932245,148,"*",2,1.5139220332453e-05,1.37493671405549e-05,0.000550163067496633,2.38270261839395e-05,-0.132932799788557,-0.128067157737477,NA
"chr8",49823140,49823497,358,"*",4,1.51399371993002e-05,6.83163692853371e-06,0.000755001474213103,9.8774764150668e-06,-0.139777096200494,-0.087251752304107,NA
"chr2",875509,875990,482,"*",4,1.51530460093598e-05,6.47093569626295e-06,0.00114177661376506,1.28361589488864e-05,-0.195950735458376,-0.0900485883827655,NA
"chr3",115524031,115524190,160,"*",2,1.51620249591574e-05,7.10563817287931e-05,7.23746481047242e-05,2.45899324091945e-05,-0.166254002420993,-0.109371193265153,"LSAMP"
